Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,Note
United States,10/10/2020,US,2020,41,Under 25 years,1203,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/17/2020,US,2020,42,Under 25 years,1131,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/24/2020,US,2020,43,Under 25 years,1062,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/31/2020,US,2020,44,Under 25 years,1088,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/07/2020,US,2020,45,Under 25 years,1140,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/14/2020,US,2020,46,Under 25 years,1141,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/21/2020,US,2020,47,Under 25 years,1012,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/28/2020,US,2020,48,Under 25 years,970,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/05/2020,US,2020,49,Under 25 years,909,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/12/2020,US,2020,50,Under 25 years,781,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/19/2020,US,2020,51,Under 25 years,683,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,01/10/2015,US,2015,1,25-44 years,2414,2015-2019,Unweighted,,
United States,01/17/2015,US,2015,2,25-44 years,2376,2015-2019,Unweighted,,
United States,01/24/2015,US,2015,3,25-44 years,2327,2015-2019,Unweighted,,
United States,01/31/2015,US,2015,4,25-44 years,2208,2015-2019,Unweighted,,
United States,02/07/2015,US,2015,5,25-44 years,2435,2015-2019,Unweighted,,
United States,02/14/2015,US,2015,6,25-44 years,2380,2015-2019,Unweighted,,
United States,02/21/2015,US,2015,7,25-44 years,2269,2015-2019,Unweighted,,
United States,02/28/2015,US,2015,8,25-44 years,2248,2015-2019,Unweighted,,
United States,03/07/2015,US,2015,9,25-44 years,2466,2015-2019,Unweighted,,
United States,03/14/2015,US,2015,10,25-44 years,2432,2015-2019,Unweighted,,
United States,03/21/2015,US,2015,11,25-44 years,2383,2015-2019,Unweighted,,
United States,03/28/2015,US,2015,12,25-44 years,2266,2015-2019,Unweighted,,
United States,04/04/2015,US,2015,13,25-44 years,2336,2015-2019,Unweighted,,
United States,04/11/2015,US,2015,14,25-44 years,2288,2015-2019,Unweighted,,
United States,04/18/2015,US,2015,15,25-44 years,2455,2015-2019,Unweighted,,
United States,04/25/2015,US,2015,16,25-44 years,2300,2015-2019,Unweighted,,
United States,05/02/2015,US,2015,17,25-44 years,2302,2015-2019,Unweighted,,
United States,05/09/2015,US,2015,18,25-44 years,2485,2015-2019,Unweighted,,
United States,05/16/2015,US,2015,19,25-44 years,2440,2015-2019,Unweighted,,
United States,05/23/2015,US,2015,20,25-44 years,2344,2015-2019,Unweighted,,
United States,05/30/2015,US,2015,21,25-44 years,2319,2015-2019,Unweighted,,
United States,06/06/2015,US,2015,22,25-44 years,2405,2015-2019,Unweighted,,
United States,06/13/2015,US,2015,23,25-44 years,2482,2015-2019,Unweighted,,
United States,06/20/2015,US,2015,24,25-44 years,2407,2015-2019,Unweighted,,
United States,06/27/2015,US,2015,25,25-44 years,2389,2015-2019,Unweighted,,
United States,07/04/2015,US,2015,26,25-44 years,2438,2015-2019,Unweighted,,
United States,07/11/2015,US,2015,27,25-44 years,2528,2015-2019,Unweighted,,
United States,07/18/2015,US,2015,28,25-44 years,2401,2015-2019,Unweighted,,
United States,07/25/2015,US,2015,29,25-44 years,2353,2015-2019,Unweighted,,
United States,08/01/2015,US,2015,30,25-44 years,2473,2015-2019,Unweighted,,
United States,08/08/2015,US,2015,31,25-44 years,2458,2015-2019,Unweighted,,
United States,08/15/2015,US,2015,32,25-44 years,2443,2015-2019,Unweighted,,
United States,08/22/2015,US,2015,33,25-44 years,2384,2015-2019,Unweighted,,
United States,08/29/2015,US,2015,34,25-44 years,2455,2015-2019,Unweighted,,
United States,09/05/2015,US,2015,35,25-44 years,2596,2015-2019,Unweighted,,
United States,09/12/2015,US,2015,36,25-44 years,2468,2015-2019,Unweighted,,
United States,09/19/2015,US,2015,37,25-44 years,2392,2015-2019,Unweighted,,
United States,09/26/2015,US,2015,38,25-44 years,2395,2015-2019,Unweighted,,
United States,10/03/2015,US,2015,39,25-44 years,2390,2015-2019,Unweighted,,
United States,10/10/2015,US,2015,40,25-44 years,2509,2015-2019,Unweighted,,
United States,10/17/2015,US,2015,41,25-44 years,2460,2015-2019,Unweighted,,
United States,10/24/2015,US,2015,42,25-44 years,2445,2015-2019,Unweighted,,
United States,10/31/2015,US,2015,43,25-44 years,2357,2015-2019,Unweighted,,
United States,11/07/2015,US,2015,44,25-44 years,2410,2015-2019,Unweighted,,
United States,11/14/2015,US,2015,45,25-44 years,2398,2015-2019,Unweighted,,
United States,11/21/2015,US,2015,46,25-44 years,2337,2015-2019,Unweighted,,
United States,11/28/2015,US,2015,47,25-44 years,2286,2015-2019,Unweighted,,
United States,12/05/2015,US,2015,48,25-44 years,2408,2015-2019,Unweighted,,
United States,12/12/2015,US,2015,49,25-44 years,2443,2015-2019,Unweighted,,
United States,12/19/2015,US,2015,50,25-44 years,2373,2015-2019,Unweighted,,
United States,12/26/2015,US,2015,51,25-44 years,2374,2015-2019,Unweighted,,
United States,01/02/2016,US,2015,52,25-44 years,2415,2015-2019,Unweighted,,
United States,01/09/2016,US,2016,1,25-44 years,2470,2015-2019,Unweighted,,
United States,01/16/2016,US,2016,2,25-44 years,2350,2015-2019,Unweighted,,
United States,01/23/2016,US,2016,3,25-44 years,2427,2015-2019,Unweighted,,
United States,01/30/2016,US,2016,4,25-44 years,2485,2015-2019,Unweighted,,
United States,02/06/2016,US,2016,5,25-44 years,2514,2015-2019,Unweighted,,
United States,02/13/2016,US,2016,6,25-44 years,2575,2015-2019,Unweighted,,
United States,02/20/2016,US,2016,7,25-44 years,2585,2015-2019,Unweighted,,
United States,02/27/2016,US,2016,8,25-44 years,2507,2015-2019,Unweighted,,
United States,03/05/2016,US,2016,9,25-44 years,2555,2015-2019,Unweighted,,
United States,03/12/2016,US,2016,10,25-44 years,2628,2015-2019,Unweighted,,
United States,03/19/2016,US,2016,11,25-44 years,2590,2015-2019,Unweighted,,
United States,03/26/2016,US,2016,12,25-44 years,2554,2015-2019,Unweighted,,
United States,04/02/2016,US,2016,13,25-44 years,2534,2015-2019,Unweighted,,
United States,04/09/2016,US,2016,14,25-44 years,2606,2015-2019,Unweighted,,
United States,04/16/2016,US,2016,15,25-44 years,2578,2015-2019,Unweighted,,
United States,04/23/2016,US,2016,16,25-44 years,2605,2015-2019,Unweighted,,
United States,04/30/2016,US,2016,17,25-44 years,2365,2015-2019,Unweighted,,
United States,05/07/2016,US,2016,18,25-44 years,2474,2015-2019,Unweighted,,
United States,05/14/2016,US,2016,19,25-44 years,2607,2015-2019,Unweighted,,
United States,05/21/2016,US,2016,20,25-44 years,2476,2015-2019,Unweighted,,
United States,05/28/2016,US,2016,21,25-44 years,2605,2015-2019,Unweighted,,
United States,06/04/2016,US,2016,22,25-44 years,2517,2015-2019,Unweighted,,
United States,06/11/2016,US,2016,23,25-44 years,2640,2015-2019,Unweighted,,
United States,06/18/2016,US,2016,24,25-44 years,2582,2015-2019,Unweighted,,
United States,06/25/2016,US,2016,25,25-44 years,2662,2015-2019,Unweighted,,
United States,07/02/2016,US,2016,26,25-44 years,2603,2015-2019,Unweighted,,
United States,07/09/2016,US,2016,27,25-44 years,2744,2015-2019,Unweighted,,
United States,07/16/2016,US,2016,28,25-44 years,2737,2015-2019,Unweighted,,
United States,07/23/2016,US,2016,29,25-44 years,2687,2015-2019,Unweighted,,
United States,07/30/2016,US,2016,30,25-44 years,2572,2015-2019,Unweighted,,
United States,08/06/2016,US,2016,31,25-44 years,2746,2015-2019,Unweighted,,
United States,08/13/2016,US,2016,32,25-44 years,2673,2015-2019,Unweighted,,
United States,08/20/2016,US,2016,33,25-44 years,2578,2015-2019,Unweighted,,
United States,08/27/2016,US,2016,34,25-44 years,2647,2015-2019,Unweighted,,
United States,09/03/2016,US,2016,35,25-44 years,2699,2015-2019,Unweighted,,
United States,09/10/2016,US,2016,36,25-44 years,2690,2015-2019,Unweighted,,
United States,09/17/2016,US,2016,37,25-44 years,2567,2015-2019,Unweighted,,
United States,09/24/2016,US,2016,38,25-44 years,2505,2015-2019,Unweighted,,
United States,10/01/2016,US,2016,39,25-44 years,2644,2015-2019,Unweighted,,
United States,10/08/2016,US,2016,40,25-44 years,2804,2015-2019,Unweighted,,
United States,10/15/2016,US,2016,41,25-44 years,2637,2015-2019,Unweighted,,
United States,10/22/2016,US,2016,42,25-44 years,2624,2015-2019,Unweighted,,
United States,10/29/2016,US,2016,43,25-44 years,2618,2015-2019,Unweighted,,
United States,11/05/2016,US,2016,44,25-44 years,2700,2015-2019,Unweighted,,
United States,11/12/2016,US,2016,45,25-44 years,2612,2015-2019,Unweighted,,
United States,11/19/2016,US,2016,46,25-44 years,2595,2015-2019,Unweighted,,
United States,11/26/2016,US,2016,47,25-44 years,2624,2015-2019,Unweighted,,
United States,12/03/2016,US,2016,48,25-44 years,2715,2015-2019,Unweighted,,
United States,12/10/2016,US,2016,49,25-44 years,2699,2015-2019,Unweighted,,
United States,12/17/2016,US,2016,50,25-44 years,2662,2015-2019,Unweighted,,
United States,12/24/2016,US,2016,51,25-44 years,2667,2015-2019,Unweighted,,
United States,12/31/2016,US,2016,52,25-44 years,2734,2015-2019,Unweighted,,
United States,01/07/2017,US,2017,1,25-44 years,2842,2015-2019,Unweighted,,
United States,01/14/2017,US,2017,2,25-44 years,2732,2015-2019,Unweighted,,
United States,01/21/2017,US,2017,3,25-44 years,2828,2015-2019,Unweighted,,
United States,01/28/2017,US,2017,4,25-44 years,2691,2015-2019,Unweighted,,
United States,02/04/2017,US,2017,5,25-44 years,2599,2015-2019,Unweighted,,
United States,02/11/2017,US,2017,6,25-44 years,2744,2015-2019,Unweighted,,
United States,02/18/2017,US,2017,7,25-44 years,2608,2015-2019,Unweighted,,
United States,02/25/2017,US,2017,8,25-44 years,2615,2015-2019,Unweighted,,
United States,03/04/2017,US,2017,9,25-44 years,2660,2015-2019,Unweighted,,
United States,03/11/2017,US,2017,10,25-44 years,2697,2015-2019,Unweighted,,
United States,03/18/2017,US,2017,11,25-44 years,2613,2015-2019,Unweighted,,
United States,03/25/2017,US,2017,12,25-44 years,2722,2015-2019,Unweighted,,
United States,04/01/2017,US,2017,13,25-44 years,2633,2015-2019,Unweighted,,
United States,04/08/2017,US,2017,14,25-44 years,2730,2015-2019,Unweighted,,
United States,04/15/2017,US,2017,15,25-44 years,2701,2015-2019,Unweighted,,
United States,04/22/2017,US,2017,16,25-44 years,2576,2015-2019,Unweighted,,
United States,04/29/2017,US,2017,17,25-44 years,2642,2015-2019,Unweighted,,
United States,05/06/2017,US,2017,18,25-44 years,2662,2015-2019,Unweighted,,
United States,05/13/2017,US,2017,19,25-44 years,2591,2015-2019,Unweighted,,
United States,05/20/2017,US,2017,20,25-44 years,2720,2015-2019,Unweighted,,
United States,05/27/2017,US,2017,21,25-44 years,2620,2015-2019,Unweighted,,
United States,06/03/2017,US,2017,22,25-44 years,2813,2015-2019,Unweighted,,
United States,06/10/2017,US,2017,23,25-44 years,2696,2015-2019,Unweighted,,
United States,06/17/2017,US,2017,24,25-44 years,2703,2015-2019,Unweighted,,
United States,06/24/2017,US,2017,25,25-44 years,2777,2015-2019,Unweighted,,
United States,07/01/2017,US,2017,26,25-44 years,2736,2015-2019,Unweighted,,
United States,07/08/2017,US,2017,27,25-44 years,2806,2015-2019,Unweighted,,
United States,07/15/2017,US,2017,28,25-44 years,2718,2015-2019,Unweighted,,
United States,07/22/2017,US,2017,29,25-44 years,2720,2015-2019,Unweighted,,
United States,07/29/2017,US,2017,30,25-44 years,2751,2015-2019,Unweighted,,
United States,08/05/2017,US,2017,31,25-44 years,2745,2015-2019,Unweighted,,
United States,08/12/2017,US,2017,32,25-44 years,2804,2015-2019,Unweighted,,
United States,08/19/2017,US,2017,33,25-44 years,2724,2015-2019,Unweighted,,
United States,08/26/2017,US,2017,34,25-44 years,2647,2015-2019,Unweighted,,
United States,09/02/2017,US,2017,35,25-44 years,2711,2015-2019,Unweighted,,
United States,09/09/2017,US,2017,36,25-44 years,2757,2015-2019,Unweighted,,
United States,09/16/2017,US,2017,37,25-44 years,2657,2015-2019,Unweighted,,
United States,09/23/2017,US,2017,38,25-44 years,2734,2015-2019,Unweighted,,
United States,09/30/2017,US,2017,39,25-44 years,2742,2015-2019,Unweighted,,
United States,10/07/2017,US,2017,40,25-44 years,2710,2015-2019,Unweighted,,
United States,10/14/2017,US,2017,41,25-44 years,2696,2015-2019,Unweighted,,
United States,10/21/2017,US,2017,42,25-44 years,2563,2015-2019,Unweighted,,
United States,10/28/2017,US,2017,43,25-44 years,2582,2015-2019,Unweighted,,
United States,11/04/2017,US,2017,44,25-44 years,2703,2015-2019,Unweighted,,
United States,11/11/2017,US,2017,45,25-44 years,2772,2015-2019,Unweighted,,
United States,11/18/2017,US,2017,46,25-44 years,2634,2015-2019,Unweighted,,
United States,11/25/2017,US,2017,47,25-44 years,2727,2015-2019,Unweighted,,
United States,12/02/2017,US,2017,48,25-44 years,2634,2015-2019,Unweighted,,
United States,12/09/2017,US,2017,49,25-44 years,2671,2015-2019,Unweighted,,
United States,12/16/2017,US,2017,50,25-44 years,2602,2015-2019,Unweighted,,
United States,12/23/2017,US,2017,51,25-44 years,2851,2015-2019,Unweighted,,
United States,12/30/2017,US,2017,52,25-44 years,2765,2015-2019,Unweighted,,
United States,01/06/2018,US,2018,1,25-44 years,2937,2015-2019,Unweighted,,
United States,01/13/2018,US,2018,2,25-44 years,2832,2015-2019,Unweighted,,
United States,01/20/2018,US,2018,3,25-44 years,2671,2015-2019,Unweighted,,
United States,01/27/2018,US,2018,4,25-44 years,2692,2015-2019,Unweighted,,
United States,02/03/2018,US,2018,5,25-44 years,2752,2015-2019,Unweighted,,
United States,02/10/2018,US,2018,6,25-44 years,2711,2015-2019,Unweighted,,
United States,02/17/2018,US,2018,7,25-44 years,2644,2015-2019,Unweighted,,
United States,02/24/2018,US,2018,8,25-44 years,2643,2015-2019,Unweighted,,
